Normalized Time (-),Theta (rad),Blade,Element,Rev,x/R (-),y/R (-),z/R (-),AOA25 (deg),AOA50 (deg),AOA75 (deg),AdotNorm (-),Re (-),Mach (-),Ur (-),IndU (-),IndV (-),IndW (-),GB (?),CL (-),CD (-),CM25 (-),CLCirc (-),CN (-),CT (-),Fx (-),Fy (-),Fz (-),te (-)
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.2000000E+01,0.5000000E+01,0.3097690E+00,0.3670200E+00,0.4263605E+00,-.9265072E+02,-.9282321E+02,-.9301969E+02,0.4563777E+00,0.3628920E+07,0.2956181E-01,0.3743593E+00,-.1556705E-02,-.4120147E-02,-.1212838E-03,0.1741491E-02,0.1862560E+00,0.1768818E+01,-.6774254E-04,0.9634703E-01,-.1775845E+01,0.9890780E-01,0.9406467E-03,-.2234034E-02,0.1567810E-02,-.8459760E-04
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.3000000E+01,0.5000000E+01,0.4556905E+00,0.6117000E+00,0.6272042E+00,-.5194082E+02,-.5058393E+02,-.4914407E+02,-.3089153E-01,0.4173832E+07,0.4509029E-01,0.5710061E+00,-.3304951E-02,0.3848581E-02,-.7734602E-02,-.2570456E-01,-.1346987E+01,0.9390503E+00,-.2020185E-02,-.1236430E+01,-.1580734E+01,-.4443743E+00,0.2501103E-02,-.2282674E-02,0.1698310E-02,0.7950627E-03
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.4000000E+01,0.5000000E+01,0.5440370E+00,0.8563800E+00,0.7488027E+00,-.4232433E+02,-.4117026E+02,-.3997405E+02,-.3678431E-01,0.4691565E+07,0.6130112E-01,0.7762937E+00,-.5739693E-02,0.5765468E-02,-.1707068E-01,-.2642121E-01,-.1264507E+01,0.6179139E+00,0.7144000E-03,-.1130653E+01,-.1358638E+01,-.3672843E+00,0.3083707E-02,-.1591224E-02,0.2376941E-02,0.1015826E-02
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.5000000E+01,0.5000000E+01,0.5812267E+00,0.1101060E+01,0.7999900E+00,-.4020316E+02,-.3913620E+02,-.3803591E+02,-.3213164E-01,0.4928741E+07,0.6901246E-01,0.8739471E+00,-.6955317E-02,0.1907934E-02,-.2107354E-01,-.2677584E-01,-.1207174E+01,0.5493382E+00,0.2346967E-02,-.1090691E+01,-.1283065E+01,-.3358341E+00,0.3339594E-02,-.3805346E-03,0.2730897E-02,0.1083943E-02
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.6000000E+01,0.5000000E+01,0.5715206E+00,0.1345740E+01,0.7866307E+00,-.4070030E+02,-.3961164E+02,-.3848763E+02,-.3340106E-01,0.4866505E+07,0.6695737E-01,0.8479223E+00,-.6501730E-02,-.3027944E-02,-.2024620E-01,-.2654230E-01,-.1216144E+01,0.5653853E+00,0.2381278E-02,-.1095004E+01,-.1297376E+01,-.3398262E+00,0.3253618E-02,0.9141174E-03,0.2631711E-02,0.1054895E-02
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.7000000E+01,0.5000000E+01,0.5166923E+00,0.1590420E+01,0.7111660E+00,-.4483479E+02,-.4361180E+02,-.4233697E+02,-.3944118E-01,0.4543974E+07,0.5625269E-01,0.7123624E+00,-.5191381E-02,-.5560548E-02,-.1461514E-01,-.2688228E-01,-.1332923E+01,0.7007604E+00,0.6922610E-03,-.1187749E+01,-.1448438E+01,-.4120370E+00,0.3004802E-02,0.1898169E-02,0.2191959E-02,0.1004237E-02
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.8000000E+01,0.5000000E+01,0.4181084E+00,0.1835100E+01,0.5754768E+00,-.5989934E+02,-.5856720E+02,-.5712538E+02,0.1601797E-01,0.4121199E+07,0.4066031E-01,0.5149065E+00,-.3830779E-02,-.1649420E-02,-.4829438E-02,-.1634734E-01,-.7850827E+00,0.1477333E+01,-.3007623E-02,-.7963755E+00,-.1669957E+01,0.1005530E+00,0.1402720E-02,0.2232924E-02,0.2287649E-02,-.1488681E-03
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.9000000E+01,0.5000000E+01,0.2746656E+00,0.2079780E+01,0.3780447E+00,-.1054804E+03,-.1064801E+03,-.1076134E+03,0.4086680E+00,0.4087633E+07,0.3179418E-01,0.4026292E+00,-.1245479E-02,0.6709229E-02,-.6628195E-03,0.9590290E-02,0.9489628E+00,0.1608284E+01,-.2089796E-02,0.4710363E+00,-.1811417E+01,0.4537359E+00,0.6243371E-03,0.2610949E-02,0.2328310E-02,-.4032167E-03
0.1926843E+02,0.2890265E+02,0.2000000E+01,0.1000000E+02,0.5000000E+01,0.9562149E-01,0.2324460E+01,0.1316117E+00,-.1472513E+03,-.1490854E+03,-.1509925E+03,0.1134913E+00,0.7485333E+07,0.5300323E-01,0.6712124E+00,-.2300551E-02,0.1473797E-01,-.2364680E-02,0.2422482E-01,0.1021503E+01,0.3892721E+00,0.9357981E-02,0.6497464E+00,-.1076374E+01,0.1908382E+00,0.1425396E-02,0.5428867E-02,0.4010807E-02,-.1998638E-03
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.1000000E+01,0.5000000E+01,-.1524775E+00,0.1223400E+00,-.1107814E+00,0.2515451E+02,0.2635530E+02,0.2753167E+02,0.4827635E-01,0.1081588E+08,0.7658663E-01,0.9698635E+00,-.1025307E-01,-.2194404E-01,-.1658671E-01,0.1099962E+00,0.2181589E+01,0.4636013E-01,-.9693040E-02,0.2041787E+01,0.1975412E+01,-.9269454E+00,0.4731260E-02,0.2409994E-01,0.2010245E-01,0.2549562E-02
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.2000000E+01,0.5000000E+01,-.4263605E+00,0.3670200E+00,-.3097690E+00,0.1909924E+02,0.1993738E+02,0.2076673E+02,0.1937715E-01,0.1425448E+08,0.1161195E+00,0.1470492E+01,-.1227420E-01,-.1973204E-01,-.2281780E-01,0.1553107E+00,0.2241277E+01,0.3160760E-01,-.4885258E-02,0.2187481E+01,0.2117726E+01,-.7345465E+00,0.1629858E-01,0.4110575E-01,0.3457962E-01,0.9702052E-02
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.3000000E+01,0.5000000E+01,-.6272042E+00,0.6117000E+00,-.4556905E+00,0.1891739E+02,0.1953393E+02,0.2014580E+02,0.1074302E-01,0.1363344E+08,0.1472833E+00,0.1865139E+01,-.1111939E-01,-.1239454E-01,-.2502713E-01,0.1441194E+00,0.2150936E+01,0.2773832E-01,-.3959579E-02,0.2122323E+01,0.2036411E+01,-.6930561E+00,0.2159881E-01,0.3137557E-01,0.3677914E-01,0.1323119E-01
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.4000000E+01,0.5000000E+01,-.7488027E+00,0.8563800E+00,-.5440370E+00,0.1987204E+02,0.2039870E+02,0.2092178E+02,0.7943852E-02,0.1280023E+08,0.1672509E+00,0.2118001E+01,-.9922262E-02,-.6497630E-02,-.2666555E-01,0.1317949E+00,0.2087602E+01,0.2778968E-01,-.3039725E-02,0.2067167E+01,0.1966375E+01,-.7015882E+00,0.2338522E-01,0.1714328E-01,0.3628258E-01,0.1444981E-01
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.5000000E+01,0.5000000E+01,-.7999900E+00,0.1101060E+01,-.5812267E+00,0.2053057E+02,0.2103386E+02,0.2153377E+02,0.7170452E-02,0.1257285E+08,0.1760456E+00,0.2229373E+01,-.9390748E-02,-.1694099E-02,-.2749837E-01,0.1266605E+00,0.2040675E+01,0.2846315E-01,-.3616165E-02,0.2022562E+01,0.1914918E+01,-.7058717E+00,0.2396575E-01,0.3695650E-02,0.3595128E-01,0.1483543E-01
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.6000000E+01,0.5000000E+01,-.7866307E+00,0.1345740E+01,-.5715206E+00,0.2035055E+02,0.2085949E+02,0.2136501E+02,0.7357657E-02,0.1262621E+08,0.1737217E+00,0.2199945E+01,-.9780006E-02,0.2933410E-02,-.2731709E-01,0.1279294E+00,0.2052868E+01,0.2826361E-01,-.3457488E-02,0.2034191E+01,0.1928380E+01,-.7045687E+00,0.2381095E-01,-.9146188E-02,0.3602333E-01,0.1473276E-01
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.7000000E+01,0.5000000E+01,-.7111660E+00,0.1590420E+01,-.5166923E+00,0.1969041E+02,0.2024364E+02,0.2079296E+02,0.8699188E-02,0.1301613E+08,0.1611348E+00,0.2040549E+01,-.1105225E-01,0.8177811E-02,-.2641263E-01,0.1356935E+00,0.2115618E+01,0.2785287E-01,-.3195380E-02,0.2093012E+01,0.1994573E+01,-.7058989E+00,0.2291479E-01,-.2144750E-01,0.3650082E-01,0.1412232E-01
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.8000000E+01,0.5000000E+01,-.5754768E+00,0.1835100E+01,-.4181084E+00,0.1954269E+02,0.2023987E+02,0.2093085E+02,0.1290399E-01,0.1416671E+08,0.1397707E+00,0.1770003E+01,-.1271793E-01,0.1490615E-01,-.2562930E-01,0.1551449E+00,0.2233271E+01,0.2949480E-01,-.4019535E-02,0.2198684E+01,0.2105576E+01,-.7449293E+00,0.2144971E-01,-.3326831E-01,0.3828822E-01,0.1307175E-01
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.9000000E+01,0.5000000E+01,-.3780447E+00,0.2079780E+01,-.2746656E+00,0.2082473E+02,0.2177173E+02,0.2270639E+02,0.2345562E-01,0.1412553E+08,0.1098703E+00,0.1391355E+01,-.1364874E-01,0.2242528E-01,-.2443091E-01,0.1593422E+00,0.2329966E+01,0.3553592E-01,-.1453336E-01,0.2264752E+01,0.2176948E+01,-.8312058E+00,0.1502830E-01,-.3747085E-01,0.3426666E-01,0.8848382E-02
0.1947787E+02,0.2921681E+02,0.1000000E+01,0.1000000E+02,0.5000000E+01,-.1316117E+00,0.2324460E+01,-.9562149E-01,0.2846859E+02,0.2977084E+02,0.3104010E+02,0.5436050E-01,0.1066503E+08,0.7551847E-01,0.9563368E+00,-.1056628E-01,0.2333811E-01,-.1866356E-01,0.9527798E-01,0.1952966E+01,0.3499492E+00,0.7212331E-03,0.1793597E+01,0.1868971E+01,-.6659484E+00,0.6627687E-02,-.1913596E-01,0.1536069E-01,0.1387280E-02
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.1000000E+01,0.5000000E+01,0.1524775E+00,0.1223400E+00,0.1107814E+00,-.1247787E+03,-.1261996E+03,-.1277237E+03,0.2030633E+00,0.6024885E+07,0.4266188E-01,0.5402536E+00,-.1102793E-01,-.1419330E-01,-.1183020E-01,0.2557434E-01,0.1386702E+01,0.1157163E+01,-.4050658E-02,0.8522167E+00,-.1752776E+01,0.4355989E+00,0.2328922E-02,-.6635269E-02,0.4122090E-02,-.3694190E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.2000000E+01,0.5000000E+01,0.4263605E+00,0.3670200E+00,0.3097690E+00,-.6764723E+02,-.6669620E+02,-.6566576E+02,0.2018074E+00,0.5286697E+07,0.4306635E-01,0.5453757E+00,-.1658093E-01,-.5163218E-02,-.6261588E-02,-.1578648E-01,-.2854712E+00,0.1654195E+01,-.2649716E-02,-.5995086E+00,-.1632180E+01,0.3922276E+00,0.2079998E-02,-.4357796E-02,0.3181287E-02,-.7114992E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.3000000E+01,0.5000000E+01,0.6272042E+00,0.6117000E+00,0.4556905E+00,-.4649733E+02,-.4548363E+02,-.4443209E+02,0.1693990E-01,0.6168863E+07,0.6664279E-01,0.8439387E+00,-.2126738E-01,0.2552195E-02,-.8230104E-02,-.2889875E-01,-.9065120E+00,0.1157118E+01,-.2099891E-03,-.9405207E+00,-.1460651E+01,0.1648823E+00,0.4155950E-02,-.4607570E-02,0.4046576E-02,-.6441423E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.4000000E+01,0.5000000E+01,0.7488027E+00,0.8563800E+00,0.5440370E+00,-.4170920E+02,-.4086745E+02,-.4000374E+02,-.6965455E-04,0.6461720E+07,0.8443039E-01,0.1069194E+01,-.2539135E-01,0.6242402E-02,-.2139523E-01,-.3368152E-01,-.1059905E+01,0.8843855E+00,0.4898682E-03,-.1046497E+01,-.1380190E+01,-.2471303E-01,0.5906165E-02,-.3066391E-02,0.4117904E-02,0.1295206E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.5000000E+01,0.5000000E+01,0.7999900E+00,0.1101060E+01,0.5812267E+00,-.4078934E+02,-.4000494E+02,-.3920210E+02,-.2325427E-02,0.6620558E+07,0.9270136E-01,0.1173934E+01,-.2740231E-01,0.2274572E-02,-.2815669E-01,-.3620803E-01,-.1117203E+01,0.7594427E+00,0.1683586E-02,-.1098006E+01,-.1343976E+01,-.1364733E+00,0.6852222E-02,-.7192072E-03,0.3984552E-02,0.7945386E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.6000000E+01,0.5000000E+01,0.7866307E+00,0.1345740E+01,0.5715206E+00,-.4097947E+02,-.4018091E+02,-.3936310E+02,-.1819303E-02,0.6579362E+07,0.9052425E-01,0.1146364E+01,-.2726430E-01,-.3216873E-02,-.2631880E-01,-.3578529E-01,-.1109885E+01,0.7784960E+00,0.1441805E-02,-.1091981E+01,-.1350252E+01,-.1213218E+00,0.6636225E-02,0.1738938E-02,0.3946057E-02,0.6881811E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.7000000E+01,0.5000000E+01,0.7111660E+00,0.1590420E+01,0.5166923E+00,-.4306503E+02,-.4217497E+02,-.4125913E+02,0.2848411E-02,0.6390634E+07,0.7911364E-01,0.1001865E+01,-.2503107E-01,-.4939298E-02,-.1676156E-01,-.3144032E-01,-.9934368E+00,0.1000916E+01,0.5090421E-03,-.9877281E+00,-.1408246E+01,0.7478668E-01,0.5265655E-02,0.3650308E-02,0.4332732E-02,-.3607240E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.8000000E+01,0.5000000E+01,0.5754768E+00,0.1835100E+01,0.4181084E+00,-.5110781E+02,-.5002170E+02,-.4888416E+02,0.3518860E-01,0.6227366E+07,0.6144004E-01,0.7780530E+00,-.2232111E-01,0.7460998E-03,-.4723712E-02,-.2802521E-01,-.8257910E+00,0.1276988E+01,-.1120703E-02,-.9035224E+00,-.1509109E+01,0.1876680E+00,0.3940224E-02,0.4607348E-02,0.3967963E-02,-.6357033E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.9000000E+01,0.5000000E+01,0.3780447E+00,0.2079780E+01,0.2746656E+00,-.7740655E+02,-.7679939E+02,-.7613192E+02,0.2486062E+00,0.5417528E+07,0.4213829E-01,0.5336231E+00,-.1825293E-01,0.7639148E-02,-.9307989E-02,-.9195532E-02,-.1176498E+00,0.1779475E+01,-.1028859E-02,-.3407769E+00,-.1759321E+01,0.2918220E+00,0.2532950E-02,0.4454345E-02,0.3046030E-02,-.4555943E-03
0.1947787E+02,0.2921681E+02,0.2000000E+01,0.1000000E+02,0.5000000E+01,0.1316117E+00,0.2324460E+01,0.9562149E-01,-.1257611E+03,-.1272069E+03,-.1287556E+03,0.1715262E+00,0.6692228E+07,0.4738729E-01,0.6000944E+00,-.1122041E-01,0.1510250E-01,-.1672476E-01,0.2896533E-01,0.1336483E+01,0.1125496E+01,-.4214216E-02,0.8689648E+00,-.1704574E+01,0.3838706E+00,0.3042751E-02,0.6871964E-02,0.4604137E-02,-.3135866E-03
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.1000000E+01,0.5000000E+01,-.1792480E+00,0.1223400E+00,-.5824121E-01,0.3913523E+02,0.4040436E+02,0.4162737E+02,0.8366747E-01,0.8696743E+07,0.6158115E-01,0.7798400E+00,-.1260890E-01,-.1916097E-01,-.1793804E-01,0.5084124E-01,0.1417005E+01,0.6931192E+00,0.6984839E-03,0.1173691E+01,0.1528298E+01,-.3906685E+00,0.6306641E-02,0.1205469E-01,0.5911935E-02,0.6919988E-03
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.2000000E+01,0.5000000E+01,-.5012168E+00,0.3670200E+00,-.1628552E+00,0.2713088E+02,0.2805205E+02,0.2895770E+02,0.2623833E-01,0.1217590E+08,0.9918699E-01,0.1256066E+01,-.1575661E-01,-.1795845E-01,-.2438723E-01,0.1173593E+00,0.2008587E+01,0.4244762E-01,-.1977494E-01,0.1935133E+01,0.1792581E+01,-.9071241E+00,0.1456163E-01,0.2538698E-01,0.2215948E-01,0.8757313E-02
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.3000000E+01,0.5000000E+01,-.7373227E+00,0.6117000E+00,-.2395707E+00,0.2571747E+02,0.2637813E+02,0.2703133E+02,0.1262603E-01,0.1209437E+08,0.1306565E+00,0.1654584E+01,-.1454411E-01,-.1125230E-01,-.2446304E-01,0.1254199E+00,0.2115116E+01,0.3691079E-01,0.1325224E-02,0.2081986E+01,0.1911292E+01,-.9066642E+00,0.2203344E-01,0.2317441E-01,0.2562595E-01,0.1361457E-01
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.4000000E+01,0.5000000E+01,-.8802703E+00,0.8563800E+00,-.2860172E+00,0.2651288E+02,0.2706571E+02,0.2761314E+02,0.8756111E-02,0.1158539E+08,0.1513775E+00,0.1916987E+01,-.1216139E-01,-.5337565E-02,-.2288981E-01,0.1054296E+00,0.1848895E+01,0.1949553E+00,-.1206097E-01,0.1827033E+01,0.1735120E+01,-.6676645E+00,0.2390767E-01,0.1239206E-01,0.2056176E-01,0.1127408E-01
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.5000000E+01,0.5000000E+01,-.9404446E+00,0.1101060E+01,-.3055690E+00,0.2720014E+02,0.2772309E+02,0.2824106E+02,0.7715880E-02,0.1147593E+08,0.1606865E+00,0.2034871E+01,-.1067915E-01,-.1312820E-02,-.2193949E-01,0.9829968E-01,0.1738782E+01,0.3407552E+00,-.1134442E-01,0.1719724E+01,0.1697700E+01,-.5072408E+00,0.2568939E-01,0.2729669E-02,0.1778842E-01,0.8890378E-02
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.6000000E+01,0.5000000E+01,-.9247398E+00,0.1345740E+01,-.3004662E+00,0.2701165E+02,0.2754187E+02,0.2806703E+02,0.7968206E-02,0.1149983E+08,0.1582241E+00,0.2003689E+01,-.1125504E-01,0.2195732E-02,-.2216702E-01,0.1001471E+00,0.1768136E+01,0.3090319E+00,-.1152065E-01,0.1748403E+01,0.1710654E+01,-.5435701E+00,0.2530494E-01,-.6730487E-02,0.1841529E-01,0.9437528E-02
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.7000000E+01,0.5000000E+01,-.8360258E+00,0.1590420E+01,-.2716412E+00,0.2639484E+02,0.2697836E+02,0.2755590E+02,0.9744203E-02,0.1172150E+08,0.1451078E+00,0.1837589E+01,-.1363958E-01,0.7012926E-02,-.2381306E-01,0.1108106E+00,0.1922625E+01,0.1323709E+00,-.1218720E-01,0.1897983E+01,0.1773452E+01,-.7542406E+00,0.2312557E-01,-.1546497E-01,0.2214689E-01,0.1224611E-01
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.8000000E+01,0.5000000E+01,-.6765136E+00,0.1835100E+01,-.2198126E+00,0.2673669E+02,0.2748319E+02,0.2821971E+02,0.1549233E-01,0.1251001E+08,0.1234255E+00,0.1563013E+01,-.1631514E-01,0.1377585E-01,-.2621605E-01,0.1239294E+00,0.2030079E+01,0.3889693E-01,-.1616625E-01,0.1988891E+01,0.1818927E+01,-.9023506E+00,0.2017429E-01,-.2241055E-01,0.2479789E-01,0.1236057E-01
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.9000000E+01,0.5000000E+01,-.4444182E+00,0.2079780E+01,-.1444002E+00,0.2982233E+02,0.3084884E+02,0.3185384E+02,0.3248415E-01,0.1204720E+08,0.9370478E-01,0.1186641E+01,-.1678111E-01,0.2000546E-01,-.2600427E-01,0.1011653E+00,0.1778608E+01,0.3660436E+00,0.5392612E-02,0.1685932E+01,0.1714674E+01,-.5977688E+00,0.1454613E-01,-.2146792E-01,0.1511566E-01,0.4611325E-02
0.1968731E+02,0.2953097E+02,0.1000000E+01,0.1000000E+02,0.5000000E+01,-.1547188E+00,0.2324460E+01,-.5027119E-01,0.4392759E+02,0.4521209E+02,0.4644109E+02,0.9059645E-01,0.8775343E+07,0.6213771E-01,0.7868880E+00,-.1225218E-01,0.1914192E-01,-.1837732E-01,0.5439818E-01,0.1504260E+01,0.8615519E+00,-.1298714E-02,0.1244557E+01,0.1671188E+01,-.4606528E+00,0.7050790E-02,-.1158449E-01,0.6491926E-02,0.6507237E-03
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.1000000E+01,0.5000000E+01,0.1792480E+00,0.1223400E+00,0.5824121E-01,-.9424023E+02,-.9443395E+02,-.9464618E+02,0.2952163E+00,0.5783881E+07,0.4095534E-01,0.5186426E+00,-.1792095E-01,-.1406203E-01,-.1848180E-01,0.4188009E-02,0.2369030E+00,0.1757388E+01,-.1148518E-03,0.1453726E+00,-.1770444E+01,0.1003306E+00,0.3684181E-02,-.6176686E-02,0.1635847E-02,-.7862228E-04
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.2000000E+01,0.5000000E+01,0.5012168E+00,0.3670200E+00,0.1628552E+00,-.5053515E+02,-.4940949E+02,-.4822974E+02,0.9257318E-01,0.7346220E+07,0.5984358E-01,0.7578360E+00,-.3522814E-01,-.9651852E-02,-.1125141E-01,-.3320393E-01,-.6662834E+00,0.1261626E+01,-.1151408E-02,-.9074445E+00,-.1391569E+01,0.3149133E+00,0.4915050E-02,-.7174018E-02,0.3799418E-02,-.1103423E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.3000000E+01,0.5000000E+01,0.7373227E+00,0.6117000E+00,0.2395707E+00,-.3934839E+02,-.3849537E+02,-.3762166E+02,0.1845672E-01,0.8183381E+07,0.8840582E-01,0.1119537E+01,-.4601760E-01,-.4550620E-02,-.2481478E-02,-.3804155E-01,-.8873719E+00,0.9655410E+00,0.1880492E-02,-.9332969E+00,-.1295512E+01,0.2033430E+00,0.7964413E-02,-.7191543E-02,0.4483954E-02,-.1399029E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.4000000E+01,0.5000000E+01,0.8802703E+00,0.8563800E+00,0.2860172E+00,-.3741976E+02,-.3671944E+02,-.3600611E+02,0.7361864E-02,0.8232317E+07,0.1075655E+00,0.1362167E+01,-.4933565E-01,0.7221617E-03,-.1340063E-01,-.3834645E-01,-.9211641E+00,0.8733926E+00,0.1572404E-02,-.9351851E+00,-.1260579E+01,0.1493264E+00,0.9724677E-02,-.4545761E-02,0.4604502E-02,-.1272583E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.5000000E+01,0.5000000E+01,0.9404446E+00,0.1101060E+01,0.3055690E+00,-.3736952E+02,-.3671471E+02,-.3604854E+02,0.5016157E-02,0.8299577E+07,0.1162111E+00,0.1471652E+01,-.4994827E-01,0.9831285E-03,-.2113820E-01,-.3907981E-01,-.9381009E+00,0.8572763E+00,0.1468536E-02,-.9453463E+00,-.1264509E+01,0.1263859E+00,0.1072747E-01,-.1063426E-02,0.4716000E-02,-.1157917E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.6000000E+01,0.5000000E+01,0.9247398E+00,0.1345740E+01,0.3004662E+00,-.3735303E+02,-.3668702E+02,-.3600928E+02,0.5537980E-02,0.8280105E+07,0.1139245E+00,0.1442696E+01,-.4999766E-01,-.8515914E-03,-.1904214E-01,-.3887203E-01,-.9337809E+00,0.8601232E+00,0.1494598E-02,-.9425315E+00,-.1262684E+01,0.1318610E+00,0.1045299E-01,0.2575538E-02,0.4678302E-02,-.1186213E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.7000000E+01,0.5000000E+01,0.8360258E+00,0.1590420E+01,0.2716412E+00,-.3802032E+02,-.3727826E+02,-.3652128E+02,0.9722623E-02,0.8229866E+07,0.1018826E+00,0.1290202E+01,-.4944283E-01,0.8484410E-03,-.8857911E-02,-.3802158E-01,-.9069021E+00,0.9063404E+00,0.1656426E-02,-.9275384E+00,-.1270583E+01,0.1718797E+00,0.9203370E-02,0.5462000E-02,0.4634217E-02,-.1375154E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.8000000E+01,0.5000000E+01,0.6765136E+00,0.1835100E+01,0.2198126E+00,-.4225480E+02,-.4130645E+02,-.4032969E+02,0.2727878E-01,0.8338399E+07,0.8226778E-01,0.1041807E+01,-.4650731E-01,0.7277690E-02,-.1305165E-02,-.3932699E-01,-.8763076E+00,0.1047889E+01,0.5503001E-03,-.9468965E+00,-.1349971E+01,0.2087251E+00,0.7868929E-02,0.7389435E-02,0.4431516E-02,-.1268579E-02
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.9000000E+01,0.5000000E+01,0.4444182E+00,0.2079780E+01,0.1444002E+00,-.5746133E+02,-.5636579E+02,-.5520343E+02,0.1229430E+00,0.7282687E+07,0.5664576E-01,0.7173400E+00,-.3447251E-01,0.1154303E-01,-.1759555E-01,-.2975986E-01,-.5517764E+00,0.1443137E+01,-.2575262E-02,-.8204151E+00,-.1507165E+01,0.3399333E+00,0.5018620E-02,0.6895731E-02,0.3789683E-02,-.9584871E-03
0.1968731E+02,0.2953097E+02,0.2000000E+01,0.1000000E+02,0.5000000E+01,0.1547188E+00,0.2324460E+01,0.5027119E-01,-.9822710E+02,-.9860025E+02,-.9900856E+02,0.2394982E+00,0.6411617E+07,0.4540030E-01,0.5749319E+00,-.1622095E-01,0.1379072E-01,-.2343511E-01,0.8304517E-02,0.4050495E+00,0.1717961E+01,-.4121500E-03,0.2600407E+00,-.1759214E+01,0.1435917E+00,0.4450577E-02,0.6509946E-02,0.2145139E-02,-.1080302E-03
0.1989675E+02,0.2984513E+02,0.1000000E+01,0.1000000E+01,0.5000000E+01,-.1884725E+00,0.1223400E+00,0.4857226E-16,0.6078245E+02,0.6179818E+02,0.6275092E+02,0.1617002E+00,0.6743462E+07,0.4775008E-01,0.6046886E+00,-.1132603E-01,-.1256951E-01,-.1245605E-01,0.3737808E-01,0.1413923E+01,0.1337026E+01,-.2588898E-02,0.1112829E+01,0.1846495E+01,-.6142238E+00,0.5684198E-02,0.8756866E-02,0.3472781E-02,0.6554091E-03
0.1989675E+02,0.2984513E+02,0.1000000E+01,0.2000000E+01,0.5000000E+01,-.5270105E+00,0.3670200E+00,0.1179612E-15,0.3724086E+02,0.3825397E+02,0.3923961E+02,0.4070937E-01,0.9851018E+07,0.8024809E-01,0.1016231E+01,-.1402557E-01,-.1034882E-01,-.1850423E-01,0.5481337E-01,0.1230851E+01,0.5972855E+00,0.2128485E-02,0.1117120E+01,0.1336364E+01,-.2930468E+00,0.1009961E-01,0.1238845E-01,0.3504993E-02,0.1845615E-02
0.1989675E+02,0.2984513E+02,0.1000000E+01,0.3000000E+01,0.5000000E+01,-.7752670E+00,0.6117000E+00,0.2636780E-15,0.3300446E+02,0.3372524E+02,0.3443411E+02,0.1595228E-01,0.1029165E+08,0.1111816E+00,0.1407961E+01,-.1181510E-01,-.5973480E-02,-.1785557E-01,0.7895974E-01,0.1582489E+01,0.4322978E+00,0.3684853E-02,0.1540335E+01,0.1556187E+01,-.5190685E+00,0.1702331E-01,0.1366303E-01,0.7280835E-02,0.5641656E-02
